index,name,group,HR,WAR,G,OPS,H,OPS+,RAR,Rbat,Rbat+
768,Dave Henderson,2,12,-0.4,80,0.889,76,0.0,-3.0,-5.0,63.0
769,Neifi Pérez,2,7,-0.6,133,0.781,180,0.0,-6.0,-7.0,-25.0
771,Tommy McCarthy,2,0,-1.0,53,0.481,45,62.0,-13.0,-8.0,74.0
773,Otis Nixon,2,0,-0.2,138,0.725,162,0.0,-2.0,0.0,73.0
775,José Vidro,2,13,-0.3,73,0.894,90,0.0,-2.0,-6.0,74.0
784,Mookie Wilson,2,4,-0.1,132,0.747,152,0.0,0.0,-1.0,93.0
785,Chase Headley,2,20,-0.2,121,1.016,143,0.0,-3.0,-1.0,70.0
786,Ned Hanlon,2,0,0.4,73,0.578,69,98.0,3.0,0.0,99.0
788,Pete Suder,2,4,-1.9,139,0.61,130,63.0,-17.0,-28.0,57.0
789,Wilbert Robinson,2,1,-0.7,87,0.514,69,62.0,-10.0,-16.0,72.0
790,Denis Menke,2,10,-0.2,79,0.843,71,0.0,-2.0,-9.0,52.0
791,Jimmy Johnston,2,0,-0.1,1,0.0,0,-100.0,-1.0,-1.0,-131.0
793,Tillie Walker,2,2,-0.4,95,0.645,99,81.0,-4.0,-11.0,76.0
794,Sean Casey,2,15,0.0,82,1.059,119,0.0,0.0,0.0,100.0
795,Oscar Melillo,2,1,-0.1,99,0.65,98,67.0,-1.0,-20.0,60.0
796,Manny Sanguillén,2,9,0.1,71,0.705,62,0.0,1.0,-4.0,54.0
799,Rollie Hemsley,2,0,-0.4,50,0.623,36,60.0,-4.0,-8.0,52.0
800,Stan Javier,2,7,-0.1,108,0.773,98,0.0,-1.0,-1.0,-42.0
801,Ronnie Belliard,2,14,-0.1,133,0.911,163,0.0,-1.0,-1.0,-17.0
805,Dexter Fowler,2,9,-0.3,108,0.946,141,0.0,-3.0,-4.0,-42.0
807,Bob Allison,2,9,-0.3,150,0.844,161,0.0,-3.0,-3.0,17.0
812,Mickey Stanley,2,8,-0.1,109,0.763,113,0.0,0.0,-1.0,35.0
813,George Case,2,3,0.1,113,0.832,145,0.0,1.0,-2.0,80.0
814,Brandon Inge,2,3,-0.3,34,0.783,30,0.0,-3.0,-19.0,23.0
815,Jay Buhner,2,31,-0.1,134,0.865,140,0.0,-1.0,-1.0,70.0
818,Jimmy Slagle,2,0,0.7,147,0.662,163,83.0,6.0,-12.0,87.0
820,Amos Strunk,2,0,0.0,12,0.58,8,84.0,1.0,-1.0,80.0
821,Tommy Helms,2,7,0.0,142,0.757,168,0.0,0.0,0.0,-143.0
826,Omar Moreno,2,9,-0.2,130,0.755,127,0.0,-2.0,-1.0,25.0
827,George Grantham,2,0,-0.1,7,0.513,4,30.0,-1.0,-3.0,14.0
829,Freddy Parent,2,0,-0.1,2,0.25,1,-32.0,-1.0,-2.0,-44.0
830,Shoeless Joe Jackson,2,0,-0.4,5,0.261,3,-17.0,-3.0,-3.0,-25.0
831,Terry Kennedy,2,20,-0.4,133,0.897,145,0.0,-3.0,-3.0,-9.0
832,Paul Radford,2,0,-1.3,72,0.484,53,45.0,-16.0,-17.0,56.0
834,Alex Gonzalez,2,12,-0.1,110,0.796,124,0.0,-1.0,-7.0,7.0
835,Buster Posey,2,18,-0.1,115,0.947,137,0.0,-1.0,-2.0,7.0
837,Tony Womack,2,2,-0.2,132,0.701,166,0.0,-2.0,-4.0,-18.0
840,Roy Campanella,2,0,-0.2,6,0.433,3,13.0,-2.0,-3.0,7.0
842,Tommy Griffith,2,1,-0.4,37,0.624,32,78.0,-3.0,-3.0,79.0
843,Jerry Denny,2,1,0.5,85,0.565,77,77.0,5.0,-10.0,77.0
847,Spike Owen,2,1,-1.5,72,0.776,68,0.0,-14.0,-22.0,41.0
848,George LaChance,2,0,-0.4,11,0.437,6,19.0,-6.0,-5.0,15.0
849,Richie Sexson,2,31,-0.1,115,0.837,113,0.0,-1.0,-1.0,27.0
851,Jack Burdock,2,0,-0.5,37,0.562,47,64.0,-10.0,-10.0,75.0
854,Jerry Lumpe,2,4,0.0,129,0.712,136,0.0,1.0,-2.0,77.0
855,John Morrill,2,0,0.7,66,0.565,73,89.0,7.0,-3.0,94.0
857,Hi Myers,2,0,0.0,6,0.564,5,78.0,0.0,-1.0,75.0
858,Jim Spencer,2,28,0.0,135,0.906,144,0.0,1.0,-4.0,41.0
860,Dean Palmer,2,25,-0.4,133,0.797,125,0.0,-4.0,-3.0,-46.0
861,Irish Meusel,2,0,-0.1,1,0.0,0,-100.0,0.0,0.0,-118.0
863,Jack Wilson,2,1,0.1,27,0.906,38,0.0,3.0,-28.0,42.0
864,Marco Scutaro,2,7,-0.1,97,0.849,113,0.0,-1.0,-3.0,30.0
868,Ken Oberkfell,2,4,-0.2,120,0.688,105,0.0,-2.0,-1.0,1.0
869,Ken Williams,2,0,0.0,71,0.621,53,86.0,1.0,-4.0,84.0
870,Gerardo Parra,2,3,0.2,29,0.96,39,0.0,4.0,-8.0,85.0
871,Curt Walker,2,0,0.0,41,0.474,29,0.0,0.0,0.0,-125.0
872,Kendrys Morales,2,12,0.1,66,0.879,82,0.0,1.0,-10.0,61.0
877,John Roseboro,2,7,-0.5,48,0.836,44,0.0,-4.0,-7.0,19.0
878,David Segui,2,2,-1.0,86,0.861,103,0.0,-9.0,-3.0,82.0
882,Kevin Bass,2,17,-0.4,102,0.91,130,0.0,-4.0,-2.0,-104.0
885,Ray Knight,2,5,-0.1,107,0.602,80,0.0,0.0,-1.0,35.0
891,Josh Donaldson,2,18,-0.3,86,0.812,70,0.0,-3.0,-3.0,17.0
892,Bengie Molina,2,10,0.0,90,0.829,109,0.0,0.0,0.0,-143.0
893,Carl Everett,2,16,-0.2,94,0.908,115,0.0,-2.0,-3.0,-25.0
894,Buck Weaver,2,1,-1.2,147,0.546,117,58.0,-12.0,-30.0,52.0
896,Troy Tulowitzki,2,13,-0.4,104,0.843,123,0.0,-3.0,-6.0,55.0
905,Michael Bourn,2,5,-0.2,118,0.741,130,0.0,-2.0,-2.0,-58.0
907,Harold Reynolds,2,1,-0.3,136,0.752,165,0.0,-3.0,-5.0,33.0
908,Jimmie Wilson,2,1,-1.6,85,0.586,66,48.0,-17.0,-20.0,37.0
913,Dmitri Young,2,15,-0.3,122,0.912,153,0.0,-2.0,-1.0,64.0
914,Sandy Alomar,2,3,0.3,154,0.676,163,0.0,3.0,-3.0,50.0
915,Hack Wilson,2,0,-0.1,3,0.4,2,6.0,-1.0,-1.0,-7.0
922,Bud Harrelson,2,2,-0.5,131,0.631,112,0.0,-4.0,-5.0,-20.0
925,Bucky Harris,2,0,-0.2,8,0.552,6,56.0,-1.0,-2.0,51.0
928,Jerry Priddy,2,1,0.0,56,0.56,37,50.0,0.0,-12.0,47.0
930,Les Mann,2,3,-0.3,120,0.66,103,88.0,-1.0,-8.0,82.0
936,Jack Graney,2,1,0.2,116,0.604,107,87.0,4.0,-7.0,86.0
939,Chone Figgins,2,7,-0.1,125,0.83,156,0.0,-1.0,-2.0,-12.0
940,Geoff Jenkins,2,7,-0.4,55,0.893,71,0.0,-2.0,-11.0,67.0
945,Jim Northrup,2,18,-0.2,155,0.889,172,0.0,-1.0,-2.0,-67.0
950,John Reilly,2,0,-1.1,73,0.479,56,63.0,-12.0,-11.0,69.0
952,Derrel Thomas,2,3,-0.2,122,0.733,139,0.0,-2.0,-1.0,-190.0
953,Gorman Thomas,2,8,-0.7,46,0.73,31,0.0,-6.0,-10.0,44.0
954,Mike Kreevich,2,0,-0.2,5,0.333,2,-11.0,-2.0,-2.0,-41.0
959,Juan Beníquez,2,4,-0.5,132,0.724,149,0.0,-4.0,0.0,98.0
964,Hick Carpenter,2,0,-0.7,65,0.435,53,50.0,-8.0,-11.0,71.0
965,Cub Stricker,2,0,0.5,72,0.504,59,64.0,4.0,-11.0,73.0
967,Shane Victorino,2,3,-0.2,77,0.745,91,0.0,-2.0,-8.0,11.0
970,Bob Kennedy,2,8,-0.1,130,0.698,140,0.0,-1.0,-1.0,11.0
971,Owen Wilson,2,3,-1.1,144,0.546,120,74.0,-5.0,-15.0,70.0
974,Bobby Avila,2,0,-0.1,31,0.481,3,29.0,-1.0,-1.0,21.0
975,José Hernández,2,2,-0.2,105,0.651,86,0.0,-2.0,-11.0,7.0
976,Patsy Tebeau,2,0,-0.4,20,0.414,11,10.0,-5.0,-9.0,16.0
981,Nick Castellanos,2,18,-0.2,134,0.793,147,0.0,-2.0,-1.0,33.0
982,Chris Gomez,2,0,-0.6,87,0.611,68,0.0,-5.0,-5.0,67.0
985,Iván de Jesus,2,7,0.0,140,0.739,152,0.0,0.0,0.0,82.0
988,Neil Walker,2,15,-0.6,103,0.773,99,0.0,-5.0,-3.0,27.0
989,Frankie Gustine,2,8,-0.5,137,0.735,147,0.0,-5.0,-6.0,38.0
990,Keith Moreland,2,16,-0.1,130,0.793,145,0.0,-1.0,-1.0,-146.0
991,Derek Bell,2,13,-0.1,119,0.956,158,0.0,-1.0,-3.0,36.0
992,Johnny Edwards,2,8,-0.9,64,0.797,58,0.0,-8.0,-13.0,29.0
993,Darryl Hamilton,2,0,0.0,72,0.797,90,0.0,1.0,-6.0,53.0
997,Hans Lobert,2,0,-0.1,5,0.297,1,-17.0,-1.0,-2.0,-21.0
998,Blondie Purcell,2,0,-0.3,75,0.551,83,88.0,-1.0,2.0,98.0
