index,name,group,HR,WAR,G,OPS,H,OPS+,RAR,Rbat,Rbat+
692,Dolph Camilli,0,2,0.1,16,0.671,13,90.0,1.0,-1.0,81.0
694,Sherm Lollar,0,20,0.2,67,0.888,52,0.0,2.0,-1.0,92.0
697,Thurman Munson,0,2,0.3,28,0.964,37,0.0,4.0,-1.0,91.0
701,Eric Davis,0,14,1.5,52,1.025,61,0.0,14.0,6.0,131.0
703,Javy López,0,16,0.1,115,0.868,142,0.0,1.0,1.0,141.0
705,Daniel Murphy,0,13,1.3,99,0.872,118,0.0,14.0,8.0,144.0
707,Ray Schalk,0,0,0.7,23,0.675,18,96.0,7.0,0.0,105.0
709,Don Blasingame,0,3,0.3,132,0.805,150,0.0,3.0,2.0,179.0
711,Andre Thornton,0,21,0.1,56,1.069,49,0.0,2.0,-2.0,66.0
714,Kevin Seitzer,0,13,1.0,133,0.943,141,0.0,10.0,7.0,150.0
715,Omar Infante,0,4,0.6,120,0.678,117,0.0,6.0,1.0,112.0
720,Max Flack,0,2,0.4,134,0.625,124,84.0,5.0,-7.0,88.0
721,Von Hayes,0,10,0.6,105,0.875,120,0.0,6.0,1.0,108.0
723,Rick Manning,0,0,2.3,30,0.773,37,0.0,23.0,0.0,100.0
726,J.D. Martinez,0,13,0.4,88,0.959,107,0.0,5.0,0.0,99.0
729,Ron Hunt,0,10,2.5,143,0.73,145,110.0,23.0,8.0,113.0
730,Bruce Bochte,0,9,0.9,92,0.927,118,0.0,9.0,2.0,108.0
731,Dan McGann,0,2,1.1,43,0.857,55,121.0,12.0,5.0,116.0
732,George Stovall,0,1,0.8,52,0.698,54,119.0,7.0,4.0,120.0
733,David DeJesus,0,7,-0.1,76,0.886,88,0.0,-1.0,1.0,167.0
738,Ralph Kiner,0,23,2.5,144,0.775,124,117.0,24.0,10.0,118.0
745,Doug Rader,0,9,1.0,75,0.862,80,0.0,9.0,8.0,144.0
746,Gus Suhr,0,17,1.1,151,0.86,155,106.0,10.0,6.0,106.0
748,B.J. Upton,0,14,-0.1,98,0.915,116,0.0,-1.0,0.0,98.0
749,J.D. Drew,0,7,0.9,45,1.028,47,0.0,9.0,8.0,267.0
751,Lonnie Smith,0,7,0.2,125,0.832,151,0.0,2.0,0.0,115.0
752,Mickey Cochrane,0,6,1.8,134,0.845,139,108.0,18.0,6.0,111.0
756,Hal Trosky,0,1,0.1,11,0.818,13,110.0,1.0,0.0,102.0
758,Cecil Fielder,0,18,0.8,96,0.898,106,0.0,8.0,4.0,146.0
760,Jean Segura,0,7,0.0,102,0.771,123,0.0,0.0,0.0,67.0
762,Richie Zisk,0,29,0.2,135,0.953,123,0.0,2.0,1.0,136.0
765,Alexei Ramírez,0,21,1.5,136,0.792,139,104.0,15.0,5.0,108.0
766,Bill Doran,0,1,0.6,142,0.785,169,0.0,6.0,-2.0,84.0
770,Tito Francona,0,9,1.2,139,0.707,115,95.0,13.0,-3.0,95.0
774,Brian McRae,0,10,0.8,116,0.742,126,0.0,8.0,0.0,102.0
776,Ralph Garr,0,2,0.0,127,0.712,142,0.0,0.0,0.0,98.0
777,Billy Butler,0,13,0.7,57,0.954,59,0.0,8.0,3.0,106.0
778,Ramón Hernández,0,13,0.7,77,0.78,76,0.0,7.0,0.0,102.0
779,Lyle Overbay,0,13,0.0,138,0.951,187,0.0,0.0,0.0,164.0
780,Roger Maris,0,14,1.3,116,0.749,84,105.0,14.0,1.0,102.0
781,Wally Gerber,0,0,0.3,17,0.577,13,75.0,3.0,-2.0,72.0
782,Jason Varitek,0,16,0.1,107,0.742,91,0.0,1.0,0.0,485.0
783,Joe Pepitone,0,8,-0.2,46,0.885,56,0.0,-2.0,-3.0,83.0
787,Red Kress,0,1,0.4,7,0.993,7,151.0,4.0,2.0,148.0
797,Wid Conroy,0,5,1.8,131,0.666,129,88.0,19.0,-7.0,91.0
798,Al Bumbry,0,10,0.2,134,0.925,192,0.0,2.0,1.0,164.0
802,Jeffrey Leonard,0,12,0.0,122,0.842,147,0.0,0.0,0.0,125.0
803,Mike Trout,0,11,0.5,91,0.958,115,0.0,5.0,0.0,97.0
806,Carlos González,0,4,1.1,46,0.76,49,0.0,10.0,-14.0,63.0
808,Elmer Valo,0,6,0.2,120,0.913,159,0.0,2.0,1.0,118.0
809,Del Crandall,0,8,0.6,38,1.024,54,0.0,7.0,-7.0,74.0
810,Billy Werber,0,0,0.0,4,0.697,4,83.0,0.0,0.0,100.0
811,James Loney,0,8,0.9,98,0.973,139,0.0,10.0,4.0,132.0
817,Danny Tartabull,0,13,0.4,116,0.876,127,0.0,4.0,2.0,170.0
819,Kitty Bransfield,0,0,-0.1,5,0.667,2,86.0,-1.0,0.0,76.0
823,Jerry Mumphrey,0,10,0.0,130,0.751,147,0.0,0.0,0.0,196.0
824,Sid Gordon,0,7,0.2,150,0.792,159,0.0,2.0,1.0,114.0
828,Sam Chapman,0,17,0.8,114,0.813,105,106.0,8.0,0.0,100.0
833,Chris Davis,0,23,1.1,77,1.029,99,0.0,10.0,11.0,130.0
838,John Titus,0,2,1.4,72,0.744,80,120.0,14.0,7.0,119.0
839,Chicken Wolf,0,0,1.9,78,0.702,95,141.0,18.0,14.0,131.0
841,Carlos Peña,0,23,0.3,119,0.958,124,0.0,3.0,2.0,126.0
844,Burt Shotton,0,0,0.2,17,0.623,16,103.0,2.0,0.0,105.0
845,Howard Johnson,0,23,1.0,98,0.962,116,0.0,10.0,5.0,128.0
846,Jeff Heath,0,28,0.1,124,1.103,208,0.0,1.0,2.0,141.0
853,Cecil Travis,0,1,0.2,129,0.804,185,0.0,3.0,-1.0,83.0
856,Bobby Higginson,0,14,0.9,131,0.721,92,87.0,10.0,-8.0,87.0
859,Dave Collins,0,0,1.1,51,0.796,60,0.0,11.0,4.0,109.0
862,Hughie Jennings,0,1,0.9,88,0.718,103,109.0,8.0,4.0,107.0
865,Elbie Fletcher,0,2,0.1,82,0.702,88,0.0,1.0,0.0,173.0
866,Larry Herndon,0,2,0.0,132,0.697,142,0.0,0.0,0.0,520.0
873,Terry Puhl,0,4,1.2,78,0.842,87,0.0,12.0,7.0,124.0
874,Fred Luderus,0,1,0.2,11,0.825,11,153.0,2.0,2.0,152.0
875,Rey Sánchez,0,2,0.2,126,0.723,121,0.0,2.0,-1.0,79.0
876,Topsy Hartsel,0,0,0.2,22,0.746,23,115.0,2.0,2.0,121.0
879,Jacoby Ellsbury,0,2,0.6,104,0.811,141,0.0,7.0,5.0,134.0
881,Luis Polonia,0,0,2.0,14,0.861,18,0.0,21.0,3.0,106.0
883,Horace Ford,0,0,0.2,10,0.576,6,78.0,2.0,-1.0,76.0
884,Bobby Byrne,0,0,2.7,149,0.6,143,91.0,25.0,-6.0,90.0
886,Red Rolfe,0,0,1.1,89,0.695,80,84.0,12.0,-4.0,89.0
887,David Bell,0,9,0.0,88,0.742,90,0.0,0.0,-1.0,69.0
888,Orlando Hudson,0,10,0.7,100,0.819,127,0.0,7.0,0.0,99.0
890,Horace Clarke,0,2,0.3,89,0.736,104,0.0,3.0,-3.0,77.0
895,Starling Marte,0,12,1.0,100,0.837,111,0.0,9.0,2.0,109.0
897,Jason Thompson,0,3,1.6,4,1.228,5,0.0,16.0,2.0,105.0
899,Hobe Ferris,0,2,1.6,138,0.64,131,77.0,16.0,-19.0,76.0
900,Davey Johnson,0,4,0.1,52,0.802,58,0.0,1.0,-1.0,73.0
901,Roberto Kelly,0,13,0.5,118,0.76,131,0.0,5.0,0.0,105.0
902,Hank Sauer,0,19,0.1,154,0.839,193,0.0,1.0,0.0,108.0
903,Steve O'Neill,0,0,0.3,9,0.466,4,31.0,3.0,-2.0,41.0
904,Xander Bogaerts,0,15,0.3,116,0.865,132,0.0,3.0,1.0,123.0
906,Joe Hornung,0,0,0.7,78,0.638,85,104.0,6.0,0.0,100.0
909,Ken Reitz,0,15,0.3,118,0.748,129,0.0,3.0,2.0,126.0
910,Jim Hegan,0,3,0.4,111,0.599,85,0.0,5.0,1.0,114.0
911,Matt Lawton,0,13,0.7,114,0.805,111,0.0,7.0,5.0,158.0
912,Bruce Campbell,0,0,0.2,5,1.345,5,242.0,2.0,2.0,240.0
916,Jesse Barfield,0,16,0.5,141,0.785,137,0.0,5.0,-2.0,81.0
918,Julio Lugo,0,3,0.1,24,0.868,33,0.0,2.0,-4.0,93.0
919,Cool Papa Bell,0,1,0.7,18,0.98,15,163.0,7.0,3.0,159.0
920,Woody English,0,1,1.2,87,0.69,97,83.0,12.0,-9.0,79.0
923,Joe Start,0,1,1.2,33,0.794,58,136.0,17.0,13.0,132.0
924,Craig Counsell,0,5,0.0,118,0.739,112,0.0,0.0,0.0,87.0
926,José Cruz,0,6,1.6,50,0.851,51,0.0,16.0,4.0,107.0
927,Carlos Gómez,0,2,0.4,41,0.747,42,0.0,5.0,-9.0,48.0
929,Henry Larkin,0,3,0.8,85,0.747,90,135.0,9.0,12.0,124.0
931,Sam Wise,0,0,0.0,1,1.0,2,210.0,1.0,0.0,159.0
932,Salvador Perez,0,10,1.5,91,0.769,97,0.0,14.0,7.0,138.0
933,Chris Young,0,21,0.2,100,0.896,111,0.0,2.0,-3.0,64.0
934,Mike Moustakas,0,10,1.0,55,0.845,64,0.0,10.0,-5.0,87.0
935,Dick Hoblitzell,0,0,0.5,32,0.625,29,102.0,5.0,0.0,100.0
937,Jay Johnstone,0,8,0.5,88,0.856,113,0.0,7.0,0.0,101.0
938,Walker Cooper,0,3,0.2,131,0.734,144,0.0,2.0,0.0,80.0
941,Terry Moore,0,6,1.5,119,0.729,131,91.0,14.0,-6.0,90.0
942,Mickey Tettleton,0,5,0.5,86,0.694,65,0.0,5.0,1.0,109.0
943,Elmer Smith,0,0,0.4,9,0.852,8,165.0,5.0,3.0,157.0
944,Rick Dempsey,0,6,0.2,72,0.896,67,0.0,1.0,1.0,251.0
946,Rube Oldring,0,1,0.5,8,0.81,9,146.0,4.0,1.0,141.0
947,Kevin Millar,0,4,0.1,14,1.1,15,0.0,1.0,1.0,243.0
948,Walt Weiss,0,1,0.6,137,0.711,143,0.0,6.0,4.0,211.0
949,Juan Encarnación,0,26,0.0,131,0.954,159,0.0,0.0,0.0,98.0
951,Mariano Duncan,0,6,1.8,142,0.633,137,80.0,18.0,-14.0,78.0
956,Carlos Guillén,0,13,0.5,124,0.765,130,0.0,5.0,0.0,106.0
957,Christian Yelich,0,9,1.6,61,0.863,65,0.0,16.0,7.0,124.0
958,Bibb Falk,0,0,0.0,7,0.765,5,100.0,0.0,0.0,83.0
960,Donn Clendenon,0,22,0.4,147,0.879,147,0.0,4.0,1.0,114.0
961,Thomas Burns,0,6,0.0,37,0.879,40,178.0,0.0,0.0,154.0
963,Héctor López,0,5,1.9,21,0.924,26,0.0,18.0,3.0,105.0
966,Lou Finney,0,0,0.4,9,0.974,9,152.0,5.0,3.0,169.0
968,Ross Youngs,0,0,0.4,7,1.024,9,215.0,4.0,3.0,219.0
969,Chick Hafey,0,9,0.1,126,0.94,173,0.0,1.0,-2.0,85.0
972,Mike Greenwell,0,13,0.4,117,0.728,107,0.0,4.0,3.0,191.0
973,Alex Johnson,0,21,0.6,90,0.952,111,0.0,6.0,5.0,142.0
977,Jed Lowrie,0,5,1.6,53,0.793,53,0.0,15.0,-5.0,86.0
979,George Pinkney,0,0,1.0,36,0.732,45,128.0,11.0,6.0,129.0
980,Pablo Sandoval,0,20,1.0,112,0.972,157,0.0,11.0,5.0,126.0
986,Jacque Jones,0,4,1.8,52,0.77,59,0.0,19.0,-1.0,97.0
987,Ray Boone,0,4,0.1,110,0.865,137,0.0,1.0,0.0,167.0
994,Adam Lind,0,24,0.5,125,0.95,151,0.0,6.0,5.0,163.0
996,Tony Batista,0,8,1.3,57,0.933,66,0.0,13.0,-2.0,94.0
